890,544
222,613
292,751
1030,741
361,562
898,559
979,537
1056,547
1126,566
24,606
232,629
593,613
642,614
692,602
598,678
303,769
1040,753
363,563
903,558
968,539
1058,548
1126,565
26,606
233,629
593,613
648,614
598,679
304,769
1039,753
375,564
900,557
969,541
1056,548
1125,565
29,605
231,629
592,611
651,613
599,681
303,768
1038,754
388,563
898,558
981,543
1047,547
1125,566
31,604
228,630
654,611
599,683
302,767
1039,754
393,560
893,560
989,545
1041,546
35,602
223,633
654,609
1126,593
599,684
302,765
1040,755
393,555
416,555
892,561
988,546
1042,546
38,602
221,636
654,608
1126,594
598,682
303,766
1042,756
418,557
892,563
1047,548
45,601
220,637
421,620
580,605
655,606
1126,595
597,681
305,766
1042,755
893,562
1048,549
48,602
220,637
419,629
587,607
654,606
1126,595
597,679
305,766
1042,755
847,547
893,561
1046,550
52,603
221,636
593,608
652,606
1127,594
598,679
304,766
1041,752
844,543
893,560
984,550
1046,549
55,604
220,636
594,612
650,610
1126,594
599,677
299,766
1040,751
795,545
894,560
980,552
1048,549
58,603
221,636
593,615
647,614
1128,592
599,677
296,767
1039,748
1171,496
98,561
790,548
896,559
972,551
1046,548
82,602
221,636
591,613
648,616
1127,593
601,679
294,768
1038,749
98,563
776,549
897,560
969,550
1044,548
1171,540
88,601
223,636
586,615
651,614
1127,593
600,680
293,768
1039,750
99,564
899,561
978,550
1040,548
1183,537
95,598
225,636
580,616
655,613
1126,594
598,681
293,768
1039,752
100,567
896,561
989,551
1040,549
1184,539
102,595
226,636
577,620
656,614
1122,594
597,681
294,768
1039,752
107,572
895,561
996,552
1041,550
223,638
576,622
655,615
1120,594
595,680
295,769
1039,753
1053,540
110,572
767,558
892,562
996,553
1046,552
218,640
577,622
652,616
1119,593
119,691
596,679
296,769
1038,754
1057,542
112,571
772,557
892,562
992,553
1051,552
215,642
578,619
649,616
1119,593
118,689
596,676
296,769
1038,755
1058,542
114,572
789,557
894,562
989,553
1055,552
578,619
650,615
1119,593
118,689
222,682
596,676
295,767
1039,755
117,573
797,557
839,552
895,562
983,553
1058,552
578,618
651,613
1122,592
118,689
224,682
597,676
293,766
1039,755
121,573
797,557
842,554
895,561
980,552
1058,553
217,641
579,616
650,611
1124,592
119,691
598,677
292,767
1040,754
122,573
788,555
850,556
892,561
978,553
1056,552
216,642
581,611
648,611
1129,592
120,691
600,679
292,767
1039,754
120,573
779,556
893,559
980,553
1051,553
214,641
582,608
650,613
1129,592
121,692
224,679
600,681
293,767
1039,753
896,558
983,554
1045,553
121,596
214,641
583,611
652,615
697,603
1129,592
122,691
226,681
599,681
291,767
1039,752
770,559
902,559
985,554
1035,556
116,596
214,640
585,615
652,616
699,604
1129,593
121,691
226,683
599,680
291,767
1040,753
98,563
782,557
906,560
985,555
1027,558
112,596
214,640
587,617
651,615
699,605
1130,593
120,690
225,683
599,680
291,767
1041,753
98,562
792,558
839,549
906,561
982,557
1024,559
107,596
213,640
651,614
696,603
1131,593
119,690
599,681
292,768
1041,754
98,560
836,550
905,562
979,559
1024,558
104,598
213,640
652,613
1131,593
118,689
598,682
293,768
1041,754
98,559
841,553
900,563
974,559
1027,555
99,603
213,640
647,616
1131,593
118,686
598,679
292,768
1041,754
846,553
898,563
970,559
1031,552
95,608
216,639
413,625
585,617
642,616
1132,593
227,682
599,677
102,758
292,767
1041,753
415,553
898,563
964,557
1039,550
91,612
218,639
412,621
588,614
638,616
1130,593
599,677
102,760
292,767
1041,752
394,551
412,552
901,562
959,557
1049,549
88,613
412,624
592,613
641,614
1128,595
229,682
598,678
103,760
293,767
1041,753
395,552
903,561
957,556
1055,550
85,613
588,616
644,615
1126,597
229,683
598,681
104,760
294,767
1041,753
393,557
902,561
959,554
1057,548
81,613
218,638
646,616
1123,596
226,683
597,682
294,767
1041,753
390,555
902,561
960,555
78,615
216,640
651,617
1122,601
596,682
294,767
1040,753
381,558
901,561
964,555
77,618
215,641
655,617
1121,608
596,682
294,768
1040,755
370,558
415,552
902,561
965,555
1158,541
64,613
214,641
656,616
1122,619
595,682
294,769
1040,757
365,556
411,547
900,561
967,554
1172,538
64,614
215,641
591,610
656,614
1123,663
293,768
1040,757
368,554
410,543
900,561
967,554
1042,538
1181,540
63,618
216,641
593,607
653,613
1173,664
294,768
1041,758
372,556
900,561
968,554
1050,539
1116,550
1186,544
1224,540
62,619
218,641
595,608
652,614
1176,666
294,768
1043,755
368,554
321,558
900,560
971,555
1117,557
1182,552
1234,539
57,621
219,640
595,609
652,614
1183,673
295,768
1044,753
367,554
420,550
321,560
901,560
975,556
1241,547
50,625
219,640
419,623
593,607
652,614
1126,596
1190,682
294,768
1044,751
373,552
417,555
316,559
899,560
983,555
1244,557
42,626
216,639
417,615
591,608
652,614
1129,591
1225,688
294,767
1043,752
384,553
416,554
311,560
897,560
991,554
36,627
214,640
415,617
589,609
650,616
1131,592
1237,690
293,766
1042,752
389,552
303,561
895,560
995,554
32,627
212,640
586,611
646,617
1130,591
1241,691
293,766
1042,753
1172,496
300,557
384,556
895,559
998,554
27,626
211,639
585,614
645,620
1129,593
1248,735
292,766
1041,752
372,559
1179,533
291,564
896,559
994,553
1028,551
24,623
212,636
583,617
646,621
1128,595
224,677
32,743
1244,740
293,767
1042,752
367,563
17,608
294,565
897,560
1031,553
213,633
581,619
649,620
1128,596
229,676
598,678
32,746
294,768
1043,752
13,613
300,567
897,559
1041,551
217,627
579,619
650,619
1130,595
232,676
598,678
40,747
294,769
1043,751
252,552
307,569
897,559
1051,549
223,624
578,618
650,618
1130,592
237,677
598,678
55,752
295,768
1043,750
248,549
304,562
1065,529
306,570
897,559
1241,529
229,622
580,619
651,617
1128,591
241,679
599,677
85,741
295,766
1041,750
243,546
1068,531
897,561
1125,567
232,620
582,618
652,615
244,679
599,676
92,737
294,763
1040,752
238,547
306,602
899,563
1123,565
233,620
585,618
653,615
244,679
600,676
98,735
294,763
1041,753
234,550
900,563
1124,566
236,617
587,618
654,614
245,680
600,677
105,732
293,762
1041,753
232,552
900,563
1128,566
235,617
584,617
654,613
244,681
600,678
108,735
292,764
1042,753
192,555
229,550
899,562
1131,567
234,618
585,616
655,613
161,693
243,682
600,679
110,737
292,765
1042,752
186,553
226,548
898,561
1133,566
230,619
587,615
653,613
115,687
156,689
239,684
599,679
107,742
294,767
1042,753
1172,493
179,547
223,546
957,526
898,561
1135,567
228,620
592,614
653,612
159,684
239,685
599,680
293,766
1040,751
1172,494
167,547
220,547
956,528
898,561
954,531
1136,567
229,619
594,614
653,612
167,683
237,689
294,765
1039,752
1171,494
161,550
217,546
898,561
952,528
1137,568
594,614
652,612
178,682
231,690
598,682
295,764
1040,752
1171,495
158,556
217,547
897,561
954,527
1135,568
594,613
649,613
172,682
230,691
597,681
294,763
1040,752
1169,492
218,548
897,561
956,526
1135,568
1165,549
229,621
595,613
646,613
232,687
597,680
293,761
1041,752
220,550
119,564
897,561
959,526
1135,568
1172,550
230,617
287,622
596,613
645,614
240,685
292,758
1041,751
220,549
118,566
897,561
961,525
1135,568
1180,552
230,614
286,616
597,613
645,614
597,678
292,757
1041,751
965,497
219,550
111,567
897,561
962,526
1135,568
1188,552
228,614
291,614
596,614
646,614
598,679
293,759
1041,751
967,498
102,558
219,549
99,567
898,560
963,528
1135,567
1190,551
1220,549
227,617
304,615
595,616
647,613
150,687
242,683
598,678
294,761
1041,751
220,547
92,566
898,561
965,528
1135,567
1188,549
1220,546
226,618
316,617
593,618
648,614
149,688
242,683
597,678
296,760
1040,751
221,546
968,528
897,561
966,530
1135,567
1223,543
223,619
326,618
592,619
648,614
148,689
242,685
597,678
298,760
1040,751
1174,495
222,547
969,526
897,561
967,531
1135,567
1227,546
220,621
318,620
359,631
591,620
648,614
150,688
241,686
597,678
298,764
1040,751
972,501
1175,496
45,560
222,546
897,560
1233,545
52,588
217,624
360,630
591,620
648,613
1132,589
238,684
597,677
296,767
1040,751
972,501
1176,496
46,560
223,545
899,560
970,530
1238,545
217,624
374,625
592,619
647,613
1132,588
235,681
596,676
295,769
1039,752
1175,496
44,558
224,545
899,560
974,527
1241,543
218,624
383,620
594,616
648,613
1132,588
233,680
596,677
294,768
1038,751
1175,496
225,544
900,560
977,525
1243,544
222,622
411,618
595,613
648,613
1133,587
235,679
596,679
295,768
1038,751
1176,496
227,545
391,545
900,561
979,527
1242,545
226,620
414,615
595,609
649,612
1132,587
237,679
295,766
1038,752
1176,496
228,545
898,561
981,529
1239,542
229,617
425,618
595,606
650,612
1132,588
240,679
296,767
1038,752
1177,496
230,545
897,562
983,529
1234,540
226,618
436,623
594,604
652,613
1131,588
238,678
295,768
1039,753
1177,497
230,543
896,562
986,530
1229,539
220,619
497,627
592,605
653,614
1131,588
232,678
294,770
1039,752
1177,498
232,542
895,562
986,530
1226,540
213,623
502,631
591,607
653,615
1131,589
227,680
294,772
1040,752
1176,498
233,543
1224,541
895,561
990,532
1225,543
192,631
509,631
589,611
653,616
1132,590
224,682
295,772
1041,751
233,543
895,561
992,531
1223,547
192,635
521,628
580,617
652,617
1131,590
227,685
296,772
1042,751
234,542
895,562
994,531
1186,545
1220,552
191,636
523,621
571,618
651,616
1130,591
228,687
295,772
1042,752
234,542
895,562
992,531
1190,546
188,637
566,619
650,615
1129,592
227,686
294,772
1042,752
235,542
895,562
1036,537
1187,545
188,638
571,620
648,615
1127,592
223,684
293,772
1042,751
237,544
895,563
1036,538
1176,545
188,638
577,621
649,615
1128,593
219,680
295,770
1042,751
239,544
896,563
1035,539
1169,547
209,636
586,618
650,615
688,606
1128,592
219,680
296,770
1041,751
1173,498
241,546
586,557
896,563
1035,537
1162,549
213,635
593,612
652,613
687,606
1130,591
28,680
220,682
598,676
297,768
