385,140
379,139
122,176
122,178
837,29
122,180
825,26
824,18
839,9
847,11
857,10
837,34
184,175
838,39
184,175
184,175
30,159
111,178
183,176
654,79
37,168
105,180
974,21
121,184
839,19
840,20
1088,19
845,24
1090,19
849,24
1093,18
854,25
1059,18
857,22
1050,19
858,21
309,126
1032,19
854,20
843,21
832,24
1108,21
827,26
1110,21
826,27
762,27
1112,22
829,28
763,27
1113,22
829,29
1114,23
772,87
108,183
110,185
826,105
113,187
830,109
115,190
1125,27
115,190
775,43
113,191
823,34
113,191
822,33
823,34
819,105
828,36
823,105
119,193
834,37
828,106
118,194
837,39
117,194
838,38
117,194
836,41
117,194
846,48
118,193
854,53
891,64
899,62
904,56
904,48
909,54
904,48
906,52
911,42
919,43
923,42
969,41
967,42
924,40
922,40
916,40
908,42
900,44
898,44
899,44
118,204
901,44
119,204
905,44
120,205
909,43
375,176
121,206
913,46
119,206
117,207
117,207
118,207
119,209
375,177
450,177
119,210
376,177
450,177
117,211
115,210
974,54
113,209
976,55
114,210
977,54
116,211
117,213
376,180
451,181
118,214
377,180
451,181
116,214
377,181
451,182
116,214
377,181
452,183
115,215
377,181
451,184
116,215
378,182
452,184
118,217
119,218
120,220
119,219
377,183
118,219
377,184
117,219
378,185
451,186
118,220
378,186
451,187
120,220
379,186
451,188
120,220
379,186
450,188
120,221
379,186
450,189
118,220
379,187
450,189
117,221
379,187
450,190
117,221
379,188
450,190
119,222
379,189
450,191
120,224
379,190
450,192
119,224
379,190
449,192
117,224
378,191
449,193
116,224
377,191
449,193
117,223
376,191
449,193
117,224
376,191
450,193
119,225
375,192
449,193
119,227
375,192
449,194
119,228
375,193
449,195
118,229
449,195
118,229
119,229
120,230
121,231
121,234
376,196
120,236
375,197
119,235
376,197
117,234
377,198
116,232
378,198
449,199
116,231
377,199
448,200
118,232
376,200
447,200
117,233
446,200
116,234
116,233
116,233
117,234
117,235
119,237
120,239
122,241
122,244
122,246
120,246
120,247
232,258
508,268
1101,239
1168,236
245,260
354,266
527,273
774,256
829,252
905,250
975,255
649,290
1166,234
241,261
354,267
527,273
697,265
775,257
826,253
907,250
976,256
1100,259
640,291
634,258
1060,238
1162,234
240,261
352,268
524,272
691,264
776,257
826,254
909,249
977,259
1094,263
583,297
639,270
565,243
1103,239
1158,235
243,260
351,270
520,274
634,268
688,265
776,257
823,255
911,251
978,263
1050,251
509,306
582,295
564,243
1107,240
1158,236
245,261
350,271
518,275
630,262
689,266
774,257
821,256
906,252
979,265
1041,257
573,305
568,294
564,244
566,250
1103,240
1160,236
247,262
349,272
519,279
631,260
692,266
771,256
820,258
899,250
978,262
1035,265
560,298
565,244
564,250
1097,239
1162,237
245,264
349,273
634,260
695,266
769,256
820,260
893,249
977,259
525,299
1064,238
1096,240
1162,237
242,265
349,273
528,279
555,267
638,262
698,266
770,257
821,261
895,255
976,262
519,301
1097,240
1161,237
236,266
349,274
551,267
643,264
698,268
771,259
822,260
895,259
976,264
510,305
1096,241
1162,237
230,266
349,274
550,269
646,265
698,268
773,260
823,259
893,259
976,265
897,249
497,322
506,266
1095,240
1162,238
225,267
349,275
550,270
647,265
699,269
772,260
829,258
890,254
976,264
510,316
898,247
486,325
507,268
1092,240
1162,238
222,267
350,276
551,271
646,265
699,268
772,259
830,259
